,index,batch_size,dropout_rate,epochs,input_shape,learning_rate,max_depth,model,n_estimators,n_neighbors,normalize,score,weights
0,0,,,,,,,knn,,22.0,,-312.17765225890594,distance
1,0,,,,,,5.0,decision_tree,,,,-190.41653643186433,
2,0,,,,,,10.0,random_forest,115.0,,,-145.13635840843676,
3,0,,,,,,,linear_regression,,,True,-136.21671988312482,
4,0,27.0,0.3,8.0,"(27, 1)",0.003111111111111111,,gru,,,,-232.3565234939468,94
