,index,batch_size,dropout_rate,epochs,input_shape,learning_rate,max_depth,model,n_estimators,n_neighbors,normalize,score,weights
0,0,,,,,,,knn,,42.0,,-66.30732894270598,uniform
1,0,,,,,,3.0,decision_tree,,,,-66.1026098801097,
2,0,,,,,,5.0,random_forest,115.0,,,-64.77692784746027,
3,0,,,,,,,linear_regression,,,True,-69.50769968294144,
4,0,4.0,0.2,8.0,"(4, 1)",0.001,,gru,,,,-69.36335838006418,11
