,index,batch_size,dropout_rate,epochs,input_shape,learning_rate,max_depth,model,n_estimators,n_neighbors,normalize,score,weights
0,0,,,,,,,knn,,48.0,,-188.5975746190744,uniform
1,0,,,,,,3.0,decision_tree,,,,-194.9113716065035,
2,0,,,,,,5.0,random_forest,125.0,,,-181.84988862340026,
3,0,,,,,,,linear_regression,,,False,-172.50609195371055,
4,0,27.0,0.3,4.0,"(27, 1)",0.011555555555555555,,gru,,,,-178.9208242599922,32
