,index,batch_size,dropout_rate,epochs,input_shape,learning_rate,max_depth,model,n_estimators,n_neighbors,normalize,score,weights
0,0,,,,,,,knn,,44.0,,-0.012284694520181418,distance
1,0,,,,,,3.0,decision_tree,,,,-0.014477401603194233,
2,0,,,,,,5.0,random_forest,105.0,,,-0.01269367620034004,
3,0,,,,,,,linear_regression,,,True,-0.011575294516714308,
4,0,27.0,0.3,10.0,"(27, 1)",0.001,,gru,,,,-0.011365353481226121,63
