Timestamp,AirQualityStationEoICode,AveragingTime,PM10
2014-08-04 23:00:00,DESN077,day,17.0
2014-08-05 23:00:00,DESN077,day,22.81
2014-08-06 23:00:00,DESN077,day,24.68
2014-08-07 23:00:00,DESN077,day,23.54
2014-08-08 23:00:00,DESN077,day,26.53
2014-08-09 23:00:00,DESN077,day,22.26
2014-08-10 23:00:00,DESN077,day,17.57
2014-08-11 23:00:00,DESN077,day,14.34
2014-08-12 23:00:00,DESN077,day,18.34
2014-08-13 23:00:00,DESN077,day,16.6
2014-08-14 23:00:00,DESN077,day,14.42
2014-08-15 23:00:00,DESN077,day,14.09
2014-08-16 23:00:00,DESN077,day,12.02
2014-08-17 23:00:00,DESN077,day,10.77
2014-08-18 23:00:00,DESN077,day,12.91
2014-08-19 23:00:00,DESN077,day,13.57
2014-08-20 23:00:00,DESN077,day,15.08
2014-08-21 23:00:00,DESN077,day,21.17
2014-08-22 23:00:00,DESN077,day,20.77
2014-08-23 23:00:00,DESN077,day,13.01
2014-08-24 23:00:00,DESN077,day,11.98
2014-08-25 23:00:00,DESN077,day,19.08
2014-08-26 23:00:00,DESN077,day,14.61
2014-08-27 23:00:00,DESN077,day,21.54
2014-08-28 23:00:00,DESN077,day,20.99
2014-08-29 23:00:00,DESN077,day,20.9
2014-08-30 23:00:00,DESN077,day,15.32
2014-08-31 23:00:00,DESN077,day,13.74
2014-09-01 23:00:00,DESN077,day,21.78
2014-09-02 23:00:00,DESN077,day,22.54
2014-09-03 23:00:00,DESN077,day,22.64
2014-09-04 23:00:00,DESN077,day,34.47
2014-09-05 23:00:00,DESN077,day,42.73
2014-09-06 23:00:00,DESN077,day,41.59
2014-09-07 23:00:00,DESN077,day,33.61
2014-09-08 23:00:00,DESN077,day,47.42
2014-09-09 23:00:00,DESN077,day,29.36
2014-09-10 23:00:00,DESN077,day,22.45
2014-09-11 23:00:00,DESN077,day,20.01
2014-09-12 23:00:00,DESN077,day,28.5
2014-09-13 23:00:00,DESN077,day,18.29
2014-09-14 23:00:00,DESN077,day,16.83
2014-09-15 23:00:00,DESN077,day,46.77
2014-09-16 23:00:00,DESN077,day,55.43
2014-09-17 23:00:00,DESN077,day,35.14
2014-09-18 23:00:00,DESN077,day,34.51
2014-09-19 23:00:00,DESN077,day,33.44
2014-09-20 23:00:00,DESN077,day,25.0
2014-09-21 23:00:00,DESN077,day,23.06
2014-09-22 23:00:00,DESN077,day,17.59
2014-09-23 23:00:00,DESN077,day,21.92
2014-09-24 23:00:00,DESN077,day,24.11
2014-09-25 23:00:00,DESN077,day,22.49
2014-09-26 23:00:00,DESN077,day,22.96
2014-09-27 23:00:00,DESN077,day,27.44
2014-09-28 23:00:00,DESN077,day,24.68
2014-09-29 23:00:00,DESN077,day,25.71
2014-09-30 23:00:00,DESN077,day,28.82
2014-10-01 23:00:00,DESN077,day,49.63
2014-10-02 23:00:00,DESN077,day,67.68
2014-10-03 23:00:00,DESN077,day,38.49
2014-10-04 23:00:00,DESN077,day,39.86
2014-10-05 23:00:00,DESN077,day,33.29
2014-10-06 23:00:00,DESN077,day,41.46
2014-10-07 23:00:00,DESN077,day,30.82
2014-10-08 23:00:00,DESN077,day,14.28
2014-10-09 23:00:00,DESN077,day,26.76
2014-10-10 23:00:00,DESN077,day,25.72
2014-10-11 23:00:00,DESN077,day,44.03
2014-10-12 23:00:00,DESN077,day,23.14
2014-10-13 23:00:00,DESN077,day,31.14
2014-10-14 23:00:00,DESN077,day,25.02
2014-10-15 23:00:00,DESN077,day,23.46
2014-10-16 23:00:00,DESN077,day,22.15
2014-10-17 23:00:00,DESN077,day,22.56
2014-10-18 23:00:00,DESN077,day,18.32
2014-10-19 23:00:00,DESN077,day,15.53
2014-10-20 23:00:00,DESN077,day,15.46
2014-10-21 23:00:00,DESN077,day,14.83
2014-10-22 23:00:00,DESN077,day,10.54
2014-10-23 23:00:00,DESN077,day,28.57
2014-10-24 23:00:00,DESN077,day,34.03
2014-10-25 23:00:00,DESN077,day,41.08
2014-10-26 23:00:00,DESN077,day,23.62
2014-10-27 23:00:00,DESN077,day,23.42
2014-10-28 23:00:00,DESN077,day,35.74
2014-10-29 23:00:00,DESN077,day,49.31
2014-10-30 23:00:00,DESN077,day,50.77
2014-10-31 23:00:00,DESN077,day,34.33
2014-11-01 23:00:00,DESN077,day,34.32
2014-11-02 23:00:00,DESN077,day,23.69
2014-11-03 23:00:00,DESN077,day,21.75
2014-11-04 23:00:00,DESN077,day,29.18
2014-11-05 23:00:00,DESN077,day,40.74
2014-11-06 23:00:00,DESN077,day,39.42
2014-11-07 23:00:00,DESN077,day,32.2
2014-11-08 23:00:00,DESN077,day,29.74
2014-11-09 23:00:00,DESN077,day,32.12
2014-11-10 23:00:00,DESN077,day,25.51
2014-11-11 23:00:00,DESN077,day,50.13
2014-11-12 23:00:00,DESN077,day,39.18
2014-11-13 23:00:00,DESN077,day,36.96
2014-11-14 23:00:00,DESN077,day,52.79
2014-11-15 23:00:00,DESN077,day,47.58
2014-11-16 23:00:00,DESN077,day,25.63
2014-11-17 23:00:00,DESN077,day,32.68
2014-11-18 23:00:00,DESN077,day,45.36
2014-11-19 23:00:00,DESN077,day,22.39
2014-11-20 23:00:00,DESN077,day,44.69
2014-11-21 23:00:00,DESN077,day,34.26
2014-11-22 23:00:00,DESN077,day,29.04
2014-11-23 23:00:00,DESN077,day,27.26
2014-11-24 23:00:00,DESN077,day,29.98
2014-11-25 23:00:00,DESN077,day,38.88
2014-11-26 23:00:00,DESN077,day,37.83
2014-11-27 23:00:00,DESN077,day,43.11
2014-11-28 23:00:00,DESN077,day,49.31
2014-11-29 23:00:00,DESN077,day,53.63
2014-11-30 23:00:00,DESN077,day,46.38
2014-12-01 23:00:00,DESN077,day,40.9
2014-12-02 23:00:00,DESN077,day,51.28
2014-12-03 23:00:00,DESN077,day,72.38
2014-12-04 23:00:00,DESN077,day,92.5
2014-12-05 23:00:00,DESN077,day,87.27
2014-12-06 23:00:00,DESN077,day,43.93
2014-12-07 23:00:00,DESN077,day,27.56
2014-12-08 23:00:00,DESN077,day,25.85
2014-12-09 23:00:00,DESN077,day,40.2
2014-12-10 23:00:00,DESN077,day,21.29
2014-12-11 23:00:00,DESN077,day,14.21
2014-12-12 23:00:00,DESN077,day,12.83
2014-12-13 23:00:00,DESN077,day,6.81
2014-12-14 23:00:00,DESN077,day,20.39
2014-12-15 23:00:00,DESN077,day,21.29
2014-12-16 23:00:00,DESN077,day,18.99
2014-12-17 23:00:00,DESN077,day,19.0
2014-12-18 23:00:00,DESN077,day,15.5
2014-12-19 23:00:00,DESN077,day,8.86
2014-12-20 23:00:00,DESN077,day,9.26
2014-12-21 23:00:00,DESN077,day,13.17
2014-12-22 23:00:00,DESN077,day,2.0
2014-12-23 23:00:00,DESN077,day,5.5
2014-12-24 23:00:00,DESN077,day,5.97
2014-12-25 23:00:00,DESN077,day,7.27
2014-12-26 23:00:00,DESN077,day,15.3
2014-12-27 23:00:00,DESN077,day,24.05
2014-12-28 23:00:00,DESN077,day,28.11
2014-12-29 23:00:00,DESN077,day,26.94
2014-12-30 23:00:00,DESN077,day,23.73
2014-12-31 23:00:00,DESN077,day,26.99
2015-01-01 23:00:00,DESN077,day,94.95
2015-01-02 23:00:00,DESN077,day,10.18
2015-01-03 23:00:00,DESN077,day,13.95
2015-01-04 23:00:00,DESN077,day,11.92
2015-01-05 23:00:00,DESN077,day,24.79
2015-01-06 23:00:00,DESN077,day,41.66
2015-01-07 23:00:00,DESN077,day,26.46
2015-01-08 23:00:00,DESN077,day,13.04
2015-01-09 23:00:00,DESN077,day,11.37
2015-01-10 23:00:00,DESN077,day,6.46
2015-01-11 23:00:00,DESN077,day,12.39
2015-01-12 23:00:00,DESN077,day,10.13
2015-01-13 23:00:00,DESN077,day,11.97
2015-01-14 23:00:00,DESN077,day,8.76
2015-01-15 23:00:00,DESN077,day,10.27
2015-01-16 23:00:00,DESN077,day,21.73
2015-01-17 23:00:00,DESN077,day,31.79
2015-01-18 23:00:00,DESN077,day,27.29
2015-01-19 23:00:00,DESN077,day,38.68
2015-01-20 23:00:00,DESN077,day,31.26
2015-01-21 23:00:00,DESN077,day,33.96
2015-01-22 23:00:00,DESN077,day,39.17
2015-01-23 23:00:00,DESN077,day,32.62
2015-01-24 23:00:00,DESN077,day,27.42
2015-01-25 23:00:00,DESN077,day,18.93
2015-01-26 23:00:00,DESN077,day,19.64
2015-01-27 23:00:00,DESN077,day,13.6
2015-01-28 23:00:00,DESN077,day,20.92
2015-01-29 23:00:00,DESN077,day,13.57
2015-01-30 23:00:00,DESN077,day,5.99
2015-01-31 23:00:00,DESN077,day,19.26
2015-02-01 23:00:00,DESN077,day,28.38
2015-02-02 23:00:00,DESN077,day,18.5
2015-02-03 23:00:00,DESN077,day,18.5
2015-02-04 23:00:00,DESN077,day,27.23
2015-02-05 23:00:00,DESN077,day,46.48
2015-02-06 23:00:00,DESN077,day,67.04
2015-02-07 23:00:00,DESN077,day,46.02
2015-02-08 23:00:00,DESN077,day,27.39
2015-02-09 23:00:00,DESN077,day,10.43
2015-02-10 23:00:00,DESN077,day,16.33
2015-02-11 23:00:00,DESN077,day,48.49
2015-02-12 23:00:00,DESN077,day,41.99
2015-02-13 23:00:00,DESN077,day,37.9
2015-02-14 23:00:00,DESN077,day,52.84
2015-02-15 23:00:00,DESN077,day,65.22
2015-02-16 23:00:00,DESN077,day,87.98
2015-02-17 23:00:00,DESN077,day,86.18
2015-02-18 23:00:00,DESN077,day,83.71
2015-02-19 23:00:00,DESN077,day,54.08
2015-02-20 23:00:00,DESN077,day,48.2
2015-02-21 23:00:00,DESN077,day,18.76
2015-02-22 23:00:00,DESN077,day,35.31
2015-02-23 23:00:00,DESN077,day,29.2
2015-02-24 23:00:00,DESN077,day,23.86
2015-02-25 23:00:00,DESN077,day,43.61
2015-02-26 23:00:00,DESN077,day,41.1
2015-02-27 23:00:00,DESN077,day,37.52
2015-02-28 23:00:00,DESN077,day,24.97
2015-03-01 23:00:00,DESN077,day,20.7
2015-03-02 23:00:00,DESN077,day,16.55
2015-03-03 23:00:00,DESN077,day,16.85
2015-03-04 23:00:00,DESN077,day,21.51
2015-03-05 23:00:00,DESN077,day,24.35
2015-03-06 23:00:00,DESN077,day,41.74
2015-03-07 23:00:00,DESN077,day,43.58
2015-03-08 23:00:00,DESN077,day,26.09
2015-03-09 23:00:00,DESN077,day,48.06
2015-03-10 23:00:00,DESN077,day,55.41
2015-03-11 23:00:00,DESN077,day,34.96
2015-03-12 23:00:00,DESN077,day,32.22
2015-03-13 23:00:00,DESN077,day,42.06
2015-03-14 23:00:00,DESN077,day,28.83
2015-03-15 23:00:00,DESN077,day,25.96
2015-03-16 23:00:00,DESN077,day,40.94
2015-03-17 23:00:00,DESN077,day,42.21
2015-03-18 23:00:00,DESN077,day,50.92
2015-03-19 23:00:00,DESN077,day,63.88
2015-03-20 23:00:00,DESN077,day,73.07
2015-03-21 23:00:00,DESN077,day,71.29
2015-03-22 23:00:00,DESN077,day,19.2
2015-03-23 23:00:00,DESN077,day,54.49
2015-03-24 23:00:00,DESN077,day,72.33
2015-03-25 23:00:00,DESN077,day,75.63
2015-03-26 23:00:00,DESN077,day,58.71
2015-03-27 23:00:00,DESN077,day,26.05
2015-03-28 23:00:00,DESN077,day,32.18
2015-03-29 23:00:00,DESN077,day,10.46
2015-03-30 23:00:00,DESN077,day,13.18
2015-04-02 23:00:00,DESN077,day,8.14
2015-04-03 23:00:00,DESN077,day,17.31
2015-04-04 23:00:00,DESN077,day,24.14
2015-04-05 23:00:00,DESN077,day,37.01
2015-04-06 23:00:00,DESN077,day,23.05
2015-04-07 23:00:00,DESN077,day,33.03
2015-04-08 23:00:00,DESN077,day,34.77
2015-04-09 23:00:00,DESN077,day,41.72
2015-04-10 23:00:00,DESN077,day,45.04
2015-04-11 23:00:00,DESN077,day,27.34
2015-04-12 23:00:00,DESN077,day,16.33
2015-04-13 23:00:00,DESN077,day,18.04
2015-04-14 23:00:00,DESN077,day,35.53
2015-04-15 23:00:00,DESN077,day,36.87
2015-04-16 23:00:00,DESN077,day,28.6
2015-04-17 23:00:00,DESN077,day,23.25
2015-04-18 23:00:00,DESN077,day,20.82
2015-04-19 23:00:00,DESN077,day,25.39
2015-04-20 23:00:00,DESN077,day,27.97
2015-04-21 23:00:00,DESN077,day,32.48
2015-04-22 23:00:00,DESN077,day,27.53
2015-04-23 23:00:00,DESN077,day,40.97
2015-04-24 23:00:00,DESN077,day,45.08
2015-04-25 23:00:00,DESN077,day,27.23
2015-04-26 23:00:00,DESN077,day,16.75
2015-04-27 23:00:00,DESN077,day,22.31
2015-04-28 23:00:00,DESN077,day,19.26
2015-04-29 23:00:00,DESN077,day,25.79
2015-04-30 23:00:00,DESN077,day,28.41
2015-05-01 23:00:00,DESN077,day,19.63
2015-05-02 23:00:00,DESN077,day,23.42
2015-05-03 23:00:00,DESN077,day,17.72
2015-05-04 23:00:00,DESN077,day,20.63
2015-05-05 23:00:00,DESN077,day,19.52
2015-05-06 23:00:00,DESN077,day,28.73
2015-05-07 23:00:00,DESN077,day,27.75
2015-05-08 23:00:00,DESN077,day,27.52
2015-05-09 23:00:00,DESN077,day,22.05
2015-05-10 23:00:00,DESN077,day,16.43
2015-05-11 23:00:00,DESN077,day,21.03
2015-05-12 23:00:00,DESN077,day,28.12
2015-05-13 23:00:00,DESN077,day,26.07
2015-05-14 23:00:00,DESN077,day,14.59
2015-05-15 23:00:00,DESN077,day,23.07
2015-05-16 23:00:00,DESN077,day,26.57
2015-05-17 23:00:00,DESN077,day,18.01
2015-05-18 23:00:00,DESN077,day,28.01
2015-05-19 23:00:00,DESN077,day,22.68
2015-05-20 23:00:00,DESN077,day,24.76
2015-05-21 23:00:00,DESN077,day,26.06
2015-05-22 23:00:00,DESN077,day,26.81
2015-05-23 23:00:00,DESN077,day,35.01
2015-05-24 23:00:00,DESN077,day,17.23
2015-05-25 23:00:00,DESN077,day,24.2
2015-05-26 23:00:00,DESN077,day,19.4
2015-05-27 23:00:00,DESN077,day,22.44
2015-05-28 23:00:00,DESN077,day,25.37
2015-05-29 23:00:00,DESN077,day,20.63
2015-05-30 23:00:00,DESN077,day,13.78
2015-05-31 23:00:00,DESN077,day,13.42
2015-06-01 23:00:00,DESN077,day,16.29
2015-06-02 23:00:00,DESN077,day,20.23
2015-06-03 23:00:00,DESN077,day,23.43
2015-06-04 23:00:00,DESN077,day,28.42
2015-06-05 23:00:00,DESN077,day,32.28
2015-06-06 23:00:00,DESN077,day,26.24
2015-06-07 23:00:00,DESN077,day,21.45
2015-06-08 23:00:00,DESN077,day,25.59
2015-06-09 23:00:00,DESN077,day,19.41
2015-06-10 23:00:00,DESN077,day,21.62
2015-06-11 23:00:00,DESN077,day,31.49
2015-06-12 23:00:00,DESN077,day,30.29
2015-06-16 23:00:00,DESN077,day,18.95
2015-06-17 23:00:00,DESN077,day,23.4
2015-06-18 23:00:00,DESN077,day,19.76
2015-06-19 23:00:00,DESN077,day,13.83
2015-06-20 23:00:00,DESN077,day,12.5
2015-06-21 23:00:00,DESN077,day,12.63
2015-06-22 23:00:00,DESN077,day,14.79
2015-06-23 23:00:00,DESN077,day,12.16
2015-06-24 23:00:00,DESN077,day,16.59
2015-06-25 23:00:00,DESN077,day,27.99
2015-06-26 23:00:00,DESN077,day,31.99
2015-06-27 23:00:00,DESN077,day,20.71
2015-06-28 23:00:00,DESN077,day,15.05
2015-06-29 23:00:00,DESN077,day,28.25
2015-06-30 23:00:00,DESN077,day,24.34
2015-07-01 23:00:00,DESN077,day,25.22
2015-07-02 23:00:00,DESN077,day,31.56
2015-07-03 23:00:00,DESN077,day,41.28
2015-07-04 23:00:00,DESN077,day,36.44
2015-07-05 23:00:00,DESN077,day,33.58
2015-07-06 23:00:00,DESN077,day,21.17
2015-07-07 23:00:00,DESN077,day,24.29
2015-07-08 23:00:00,DESN077,day,19.01
2015-07-09 23:00:00,DESN077,day,13.81
2015-07-10 23:00:00,DESN077,day,20.16
2015-07-11 23:00:00,DESN077,day,25.67
2015-07-12 23:00:00,DESN077,day,23.49
2015-07-13 23:00:00,DESN077,day,19.89
2015-07-14 23:00:00,DESN077,day,17.13
2015-07-15 23:00:00,DESN077,day,21.41
2015-07-16 23:00:00,DESN077,day,23.29
2015-07-17 23:00:00,DESN077,day,37.39
2015-07-18 23:00:00,DESN077,day,31.26
2015-07-19 23:00:00,DESN077,day,21.73
2015-07-20 23:00:00,DESN077,day,23.13
2015-07-21 23:00:00,DESN077,day,20.3
2015-07-22 23:00:00,DESN077,day,27.5
2015-07-23 23:00:00,DESN077,day,28.06
2015-07-24 23:00:00,DESN077,day,26.58
2015-07-25 23:00:00,DESN077,day,18.35
2015-07-26 23:00:00,DESN077,day,14.51
2015-07-27 23:00:00,DESN077,day,14.53
2015-07-28 23:00:00,DESN077,day,13.23
2015-07-29 23:00:00,DESN077,day,19.92
2015-07-30 23:00:00,DESN077,day,16.1
2015-07-31 23:00:00,DESN077,day,21.8
2015-08-01 23:00:00,DESN077,day,29.68
2015-08-02 23:00:00,DESN077,day,30.06
2015-08-03 23:00:00,DESN077,day,36.76
2015-08-04 23:00:00,DESN077,day,33.61
2015-08-05 23:00:00,DESN077,day,25.72
2015-08-06 23:00:00,DESN077,day,30.11
2015-08-07 23:00:00,DESN077,day,42.08
2015-08-08 23:00:00,DESN077,day,26.99
2015-08-09 23:00:00,DESN077,day,17.41
2015-08-10 23:00:00,DESN077,day,33.63
2015-08-11 23:00:00,DESN077,day,31.36
2015-08-12 23:00:00,DESN077,day,25.03
2015-08-13 23:00:00,DESN077,day,33.97
2015-08-14 23:00:00,DESN077,day,36.16
2015-08-15 23:00:00,DESN077,day,21.03
2015-08-16 23:00:00,DESN077,day,30.02
2015-08-17 23:00:00,DESN077,day,18.39
2015-08-18 23:00:00,DESN077,day,11.16
2015-08-19 23:00:00,DESN077,day,24.73
2015-08-20 23:00:00,DESN077,day,30.13
2015-08-21 23:00:00,DESN077,day,36.31
2015-08-22 23:00:00,DESN077,day,42.12
2015-08-23 23:00:00,DESN077,day,30.58
2015-08-24 23:00:00,DESN077,day,18.86
2015-08-25 23:00:00,DESN077,day,13.45
2015-08-26 23:00:00,DESN077,day,15.59
2015-08-27 23:00:00,DESN077,day,19.55
2015-08-28 23:00:00,DESN077,day,15.15
2015-08-29 23:00:00,DESN077,day,20.07
2015-08-30 23:00:00,DESN077,day,26.39
2015-08-31 23:00:00,DESN077,day,41.1
2015-09-01 23:00:00,DESN077,day,28.19
2015-09-02 23:00:00,DESN077,day,16.85
2015-09-03 23:00:00,DESN077,day,17.77
2015-09-04 23:00:00,DESN077,day,19.53
2015-09-05 23:00:00,DESN077,day,9.19
2015-09-06 23:00:00,DESN077,day,11.21
2015-09-07 23:00:00,DESN077,day,14.72
2015-09-08 23:00:00,DESN077,day,20.08
2015-09-09 23:00:00,DESN077,day,15.75
2015-09-10 23:00:00,DESN077,day,19.25
2015-09-11 23:00:00,DESN077,day,28.87
2015-09-12 23:00:00,DESN077,day,36.38
2015-09-13 23:00:00,DESN077,day,22.11
2015-09-14 23:00:00,DESN077,day,22.37
2015-09-15 23:00:00,DESN077,day,14.44
2015-09-16 23:00:00,DESN077,day,20.64
2015-09-17 23:00:00,DESN077,day,12.68
2015-09-18 23:00:00,DESN077,day,23.1
2015-09-19 23:00:00,DESN077,day,17.52
2015-09-20 23:00:00,DESN077,day,10.75
2015-09-21 23:00:00,DESN077,day,27.6
2015-09-22 23:00:00,DESN077,day,15.15
2015-09-23 23:00:00,DESN077,day,21.33
2015-09-24 23:00:00,DESN077,day,20.38
2015-09-25 23:00:00,DESN077,day,28.8
2015-09-26 23:00:00,DESN077,day,26.42
2015-09-27 23:00:00,DESN077,day,19.92
2015-09-28 23:00:00,DESN077,day,20.59
2015-09-29 23:00:00,DESN077,day,20.19
2015-09-30 23:00:00,DESN077,day,27.05
2015-10-01 23:00:00,DESN077,day,35.04
2015-10-02 23:00:00,DESN077,day,37.9
2015-10-03 23:00:00,DESN077,day,45.82
2015-10-04 23:00:00,DESN077,day,48.83
2015-10-05 23:00:00,DESN077,day,54.36
2015-10-06 23:00:00,DESN077,day,38.09
2015-10-07 23:00:00,DESN077,day,26.62
2015-10-08 23:00:00,DESN077,day,26.43
2015-10-09 23:00:00,DESN077,day,44.49
2015-10-10 23:00:00,DESN077,day,38.56
2015-10-11 23:00:00,DESN077,day,30.75
2015-10-12 23:00:00,DESN077,day,40.25
2015-10-13 23:00:00,DESN077,day,38.15
2015-10-14 23:00:00,DESN077,day,32.14
2015-10-15 23:00:00,DESN077,day,31.06
2015-10-16 23:00:00,DESN077,day,22.34
2015-10-17 23:00:00,DESN077,day,24.81
2015-10-18 23:00:00,DESN077,day,28.53
2015-10-19 23:00:00,DESN077,day,45.08
2015-10-20 23:00:00,DESN077,day,32.07
2015-10-21 23:00:00,DESN077,day,41.53
2015-10-22 23:00:00,DESN077,day,26.0
2015-10-23 23:00:00,DESN077,day,27.47
2015-10-24 23:00:00,DESN077,day,33.04
2015-10-25 23:00:00,DESN077,day,31.83
2015-10-26 23:00:00,DESN077,day,35.26
2015-10-27 23:00:00,DESN077,day,46.82
2015-10-28 23:00:00,DESN077,day,54.43
2015-10-29 23:00:00,DESN077,day,61.46
2015-10-30 23:00:00,DESN077,day,70.3
2015-10-31 23:00:00,DESN077,day,57.62
2015-11-01 23:00:00,DESN077,day,44.52
2015-11-02 23:00:00,DESN077,day,54.67
2015-11-03 23:00:00,DESN077,day,59.13
2015-11-04 23:00:00,DESN077,day,52.52
2015-11-05 23:00:00,DESN077,day,42.03
2015-11-06 23:00:00,DESN077,day,33.57
2015-11-07 23:00:00,DESN077,day,14.64
2015-11-08 23:00:00,DESN077,day,18.05
2015-11-09 23:00:00,DESN077,day,14.77
2015-11-10 23:00:00,DESN077,day,14.99
2015-11-11 23:00:00,DESN077,day,14.97
2015-11-12 23:00:00,DESN077,day,23.9
2015-11-13 23:00:00,DESN077,day,21.02
2015-11-14 23:00:00,DESN077,day,11.94
2015-11-15 23:00:00,DESN077,day,5.88
2015-11-16 23:00:00,DESN077,day,15.39
2015-11-17 23:00:00,DESN077,day,9.33
2015-11-18 23:00:00,DESN077,day,12.3
2015-11-19 23:00:00,DESN077,day,9.86
2015-11-20 23:00:00,DESN077,day,15.09
2015-11-21 23:00:00,DESN077,day,18.3
2015-11-22 23:00:00,DESN077,day,11.69
2015-11-23 23:00:00,DESN077,day,15.7
2015-11-24 23:00:00,DESN077,day,19.84
2015-11-25 23:00:00,DESN077,day,22.29
2015-11-26 23:00:00,DESN077,day,32.63
2015-11-27 23:00:00,DESN077,day,31.18
2015-11-28 23:00:00,DESN077,day,18.78
2015-11-29 23:00:00,DESN077,day,7.0
2015-11-30 23:00:00,DESN077,day,11.61
2015-12-01 23:00:00,DESN077,day,12.23
2015-12-02 23:00:00,DESN077,day,20.68
2015-12-03 23:00:00,DESN077,day,27.74
2015-12-04 23:00:00,DESN077,day,25.47
2015-12-05 23:00:00,DESN077,day,15.73
2015-12-06 23:00:00,DESN077,day,16.99
2015-12-07 23:00:00,DESN077,day,33.49
2015-12-08 23:00:00,DESN077,day,33.81
2015-12-09 23:00:00,DESN077,day,25.22
2015-12-10 23:00:00,DESN077,day,20.19
2015-12-11 23:00:00,DESN077,day,20.58
2015-12-12 23:00:00,DESN077,day,16.3
2015-12-13 23:00:00,DESN077,day,15.27
2015-12-14 23:00:00,DESN077,day,31.0
2015-12-15 23:00:00,DESN077,day,53.15
2015-12-16 23:00:00,DESN077,day,32.86
2015-12-17 23:00:00,DESN077,day,17.75
2015-12-18 23:00:00,DESN077,day,23.59
2015-12-19 23:00:00,DESN077,day,23.58
2015-12-20 23:00:00,DESN077,day,20.79
2015-12-21 23:00:00,DESN077,day,17.17
2015-12-22 23:00:00,DESN077,day,10.5
2015-12-23 23:00:00,DESN077,day,17.75
2015-12-24 23:00:00,DESN077,day,14.6
2015-12-25 23:00:00,DESN077,day,11.86
2015-12-26 23:00:00,DESN077,day,9.88
2015-12-27 23:00:00,DESN077,day,26.37
2015-12-28 23:00:00,DESN077,day,48.81
2015-12-29 23:00:00,DESN077,day,30.27
2015-12-30 23:00:00,DESN077,day,26.17
2015-12-31 23:00:00,DESN077,day,27.3
2016-01-01 23:00:00,DESN077,day,70.20999999
2016-01-02 23:00:00,DESN077,day,39.6
2016-01-03 23:00:00,DESN077,day,58.81
2016-01-04 23:00:00,DESN077,day,60.10999999
2016-01-05 23:00:00,DESN077,day,82.59999999
2016-01-06 23:00:00,DESN077,day,137.91
2016-01-07 23:00:00,DESN077,day,120.17
2016-01-08 23:00:00,DESN077,day,18.35
2016-01-09 23:00:00,DESN077,day,20.69999999
2016-01-10 23:00:00,DESN077,day,15.55
2016-01-11 23:00:00,DESN077,day,17.32999999
2016-01-12 23:00:00,DESN077,day,12.38
2016-01-13 23:00:00,DESN077,day,11.59
2016-01-14 23:00:00,DESN077,day,20.64
2016-01-15 23:00:00,DESN077,day,20.02
2016-01-16 23:00:00,DESN077,day,30.3
2016-01-17 23:00:00,DESN077,day,23.68
2016-01-18 23:00:00,DESN077,day,34.85
2016-01-19 23:00:00,DESN077,day,57.53999999
2016-01-20 23:00:00,DESN077,day,39.40999999
2016-01-21 23:00:00,DESN077,day,41.56
2016-01-22 23:00:00,DESN077,day,54.24
2016-01-23 23:00:00,DESN077,day,35.02
2016-01-24 23:00:00,DESN077,day,22.16
2016-01-25 23:00:00,DESN077,day,17.84
2016-01-26 23:00:00,DESN077,day,28.48999999
2016-01-27 23:00:00,DESN077,day,20.14
2016-01-28 23:00:00,DESN077,day,22.80999999
2016-01-29 23:00:00,DESN077,day,22.53999999
2016-01-30 23:00:00,DESN077,day,10.14
2016-01-31 23:00:00,DESN077,day,15.31
2016-02-01 23:00:00,DESN077,day,14.64
2016-02-02 23:00:00,DESN077,day,6.88999999
2016-02-03 23:00:00,DESN077,day,18.55999999
2016-02-04 23:00:00,DESN077,day,12.3
2016-02-05 23:00:00,DESN077,day,17.37999999
2016-02-06 23:00:00,DESN077,day,13.13
2016-02-07 23:00:00,DESN077,day,15.23
2016-02-08 23:00:00,DESN077,day,9.26999999
2016-02-09 23:00:00,DESN077,day,9.74
2016-02-10 23:00:00,DESN077,day,13.06
2016-02-11 23:00:00,DESN077,day,15.57
2016-02-12 23:00:00,DESN077,day,31.44999999
2016-02-13 23:00:00,DESN077,day,34.10999999
2016-02-14 23:00:00,DESN077,day,22.98
2016-02-15 23:00:00,DESN077,day,25.82
2016-02-16 23:00:00,DESN077,day,20.39
2016-02-17 23:00:00,DESN077,day,46.93999999
2016-02-18 23:00:00,DESN077,day,40.89
2016-02-19 23:00:00,DESN077,day,55.34
2016-02-20 23:00:00,DESN077,day,17.77
2016-02-21 23:00:00,DESN077,day,4.03
2016-02-22 23:00:00,DESN077,day,8.10999999
2016-02-23 23:00:00,DESN077,day,14.1
2016-02-24 23:00:00,DESN077,day,20.43
2016-02-25 23:00:00,DESN077,day,31.21
2016-02-26 23:00:00,DESN077,day,43.11999999
2016-02-27 23:00:00,DESN077,day,41.04999999
2016-02-28 23:00:00,DESN077,day,53.82999999
2016-02-29 23:00:00,DESN077,day,42.79999999
2016-03-01 23:00:00,DESN077,day,38.47999999
2016-03-02 23:00:00,DESN077,day,19.03
2016-03-03 23:00:00,DESN077,day,28.96999999
2016-03-04 23:00:00,DESN077,day,28.64999999
2016-03-05 23:00:00,DESN077,day,29.14
2016-03-06 23:00:00,DESN077,day,22.09
2016-03-07 23:00:00,DESN077,day,41.32
2016-03-08 23:00:00,DESN077,day,64.20999999
2016-03-09 23:00:00,DESN077,day,44.95
