,index,batch_size,dropout_rate,epochs,input_shape,learning_rate,max_depth,model,n_estimators,n_neighbors,normalize,score,weights
0,0,,,,,,,knn,,46.0,,-149.3902075651583,uniform
1,0,,,,,,5.0,decision_tree,,,,-149.9651071679133,
2,0,,,,,,5.0,random_forest,120.0,,,-146.33257567912662,
3,0,,,,,,,linear_regression,,,True,-167.9859730838038,
4,0,4.0,0.1,9.0,"(4, 1)",0.013666666666666667,,gru,,,,-130.1833587637616,94
