,index,batch_size,dropout_rate,epochs,input_shape,learning_rate,max_depth,model,n_estimators,n_neighbors,normalize,score,weights
0,0,,,,,,,knn,,46.0,,-0.0027306784860880932,uniform
1,0,,,,,,3.0,decision_tree,,,,-0.002762878073582903,
2,0,,,,,,5.0,random_forest,120.0,,,-0.002732204182467858,
3,0,,,,,,,linear_regression,,,True,-0.002702308354040978,
4,0,27.0,0.2,3.0,"(27, 1)",0.005222222222222222,,gru,,,,-0.0027411509435792403,16
