,index,batch_size,dropout_rate,epochs,input_shape,learning_rate,max_depth,model,n_estimators,n_neighbors,normalize,score,weights
0,0,,,,,,,knn,,46.0,,-309.76171888889655,uniform
1,0,,,,,,3.0,decision_tree,,,,-301.05340754977317,
2,0,,,,,,5.0,random_forest,70.0,,,-280.2442174929591,
3,0,,,,,,,linear_regression,,,False,-288.04197063086656,
4,0,27.0,0.2,8.0,"(27, 1)",0.013666666666666667,,gru,,,,-282.17783362142063,6
