,index,batch_size,dropout_rate,epochs,input_shape,learning_rate,max_depth,model,n_estimators,n_neighbors,normalize,score,weights
0,0,,,,,,,knn,,26.0,,-0.006963654323391741,distance
1,0,,,,,,3.0,decision_tree,,,,-0.006166089798586494,
2,0,,,,,,5.0,random_forest,40.0,,,-0.005487644481718877,
3,0,,,,,,,linear_regression,,,False,-0.005123010380480424,
4,0,27.0,0.3,9.0,"(27, 1)",0.005222222222222222,,gru,,,,-0.006585569984626387,63
