,index,batch_size,dropout_rate,epochs,input_shape,learning_rate,max_depth,model,n_estimators,n_neighbors,normalize,score,weights
0,0,,,,,,,knn,,42.0,,-153.8121199409728,distance
1,0,,,,,,3.0,decision_tree,,,,-153.7566662039329,
2,0,,,,,,10.0,random_forest,80.0,,,-132.81621632406444,
3,0,,,,,,,linear_regression,,,True,-116.50206010154075,
4,0,27.0,0.1,9.0,"(27, 1)",0.017888888888888888,,gru,,,,-134.04128882787134,37
